"","Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9"
"518","No_dispuesto","Casado","No_tiene","Predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Local"
"519","Dispuesto","Soltero","No_tiene","Predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Local"
"520","No_dispuesto","Soltero","No_tiene","Predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Local"
"521","Dispuesto","Casado","Tiene","No_predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Local"
"522","No_dispuesto","Casado","Tiene","No_predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Local"
"523","Dispuesto","Soltero","Tiene","No_predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Local"
"524","No_dispuesto","Soltero","Tiene","No_predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Local"
"525","Dispuesto","Casado","No_tiene","No_predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Local"
"526","No_dispuesto","Casado","No_tiene","No_predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Local"
"527","Dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Local"
"528","No_dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","Realiza","Baja","Pocas_salidas","Local"
"529","Dispuesto","Casado","Tiene","Predispuesto","Total","No_realiza","Baja","Pocas_salidas","Local"
"530","No_dispuesto","Casado","Tiene","Predispuesto","Total","No_realiza","Baja","Pocas_salidas","Local"
"531","Dispuesto","Soltero","Tiene","Predispuesto","Total","No_realiza","Baja","Pocas_salidas","Local"
"532","No_dispuesto","Soltero","Tiene","Predispuesto","Total","No_realiza","Baja","Pocas_salidas","Local"
"533","Dispuesto","Casado","No_tiene","Predispuesto","Total","No_realiza","Baja","Pocas_salidas","Local"
"534","No_dispuesto","Casado","No_tiene","Predispuesto","Total","No_realiza","Baja","Pocas_salidas","Local"
"535","Dispuesto","Soltero","No_tiene","Predispuesto","Total","No_realiza","Baja","Pocas_salidas","Local"
"536","No_dispuesto","Soltero","No_tiene","Predispuesto","Total","No_realiza","Baja","Pocas_salidas","Local"
"537","Dispuesto","Casado","Tiene","No_predispuesto","Total","No_realiza","Baja","Pocas_salidas","Local"
"538","No_dispuesto","Casado","Tiene","No_predispuesto","Total","No_realiza","Baja","Pocas_salidas","Local"
"539","Dispuesto","Soltero","Tiene","No_predispuesto","Total","No_realiza","Baja","Pocas_salidas","Local"
"540","No_dispuesto","Soltero","Tiene","No_predispuesto","Total","No_realiza","Baja","Pocas_salidas","Local"
"541","Dispuesto","Casado","No_tiene","No_predispuesto","Total","No_realiza","Baja","Pocas_salidas","Local"
"542","No_dispuesto","Casado","No_tiene","No_predispuesto","Total","No_realiza","Baja","Pocas_salidas","Local"
"543","Dispuesto","Soltero","No_tiene","No_predispuesto","Total","No_realiza","Baja","Pocas_salidas","Local"
"544","No_dispuesto","Soltero","No_tiene","No_predispuesto","Total","No_realiza","Baja","Pocas_salidas","Local"
"545","Dispuesto","Casado","Tiene","Predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Local"
"546","No_dispuesto","Casado","Tiene","Predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Local"
"547","Dispuesto","Soltero","Tiene","Predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Local"
"548","No_dispuesto","Soltero","Tiene","Predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Local"
"549","Dispuesto","Casado","No_tiene","Predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Local"
"550","No_dispuesto","Casado","No_tiene","Predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Local"
"551","Dispuesto","Soltero","No_tiene","Predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Local"
"552","No_dispuesto","Soltero","No_tiene","Predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Local"
"553","Dispuesto","Casado","Tiene","No_predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Local"
"554","No_dispuesto","Casado","Tiene","No_predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Local"
"555","Dispuesto","Soltero","Tiene","No_predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Local"
"556","No_dispuesto","Soltero","Tiene","No_predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Local"
"557","Dispuesto","Casado","No_tiene","No_predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Local"
"558","No_dispuesto","Casado","No_tiene","No_predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Local"
"559","Dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Local"
"560","No_dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","No_realiza","Baja","Pocas_salidas","Local"
"561","Dispuesto","Casado","Tiene","Predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Local"
"562","No_dispuesto","Casado","Tiene","Predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Local"
"563","Dispuesto","Soltero","Tiene","Predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Local"
"564","No_dispuesto","Soltero","Tiene","Predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Local"
"565","Dispuesto","Casado","No_tiene","Predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Local"
"566","No_dispuesto","Casado","No_tiene","Predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Local"
"567","Dispuesto","Soltero","No_tiene","Predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Local"
"568","No_dispuesto","Soltero","No_tiene","Predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Local"
"569","Dispuesto","Casado","Tiene","No_predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Local"
"570","No_dispuesto","Casado","Tiene","No_predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Local"
"571","Dispuesto","Soltero","Tiene","No_predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Local"
"572","No_dispuesto","Soltero","Tiene","No_predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Local"
"573","Dispuesto","Casado","No_tiene","No_predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Local"
"574","No_dispuesto","Casado","No_tiene","No_predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Local"
"575","Dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Local"
"576","No_dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","No_realiza","Baja","Pocas_salidas","Local"
"577","Dispuesto","Casado","Tiene","Predispuesto","Total","Realiza","Alta","Varias_salidas","Foraneo"
"578","No_dispuesto","Casado","Tiene","Predispuesto","Total","Realiza","Alta","Varias_salidas","Foraneo"
"579","Dispuesto","Soltero","Tiene","Predispuesto","Total","Realiza","Alta","Varias_salidas","Foraneo"
"580","No_dispuesto","Soltero","Tiene","Predispuesto","Total","Realiza","Alta","Varias_salidas","Foraneo"
"581","Dispuesto","Casado","No_tiene","Predispuesto","Total","Realiza","Alta","Varias_salidas","Foraneo"
"582","No_dispuesto","Casado","No_tiene","Predispuesto","Total","Realiza","Alta","Varias_salidas","Foraneo"
"583","Dispuesto","Soltero","No_tiene","Predispuesto","Total","Realiza","Alta","Varias_salidas","Foraneo"
"584","No_dispuesto","Soltero","No_tiene","Predispuesto","Total","Realiza","Alta","Varias_salidas","Foraneo"
"585","Dispuesto","Casado","Tiene","No_predispuesto","Total","Realiza","Alta","Varias_salidas","Foraneo"
"586","No_dispuesto","Casado","Tiene","No_predispuesto","Total","Realiza","Alta","Varias_salidas","Foraneo"
"587","Dispuesto","Soltero","Tiene","No_predispuesto","Total","Realiza","Alta","Varias_salidas","Foraneo"
"588","No_dispuesto","Soltero","Tiene","No_predispuesto","Total","Realiza","Alta","Varias_salidas","Foraneo"
"589","Dispuesto","Casado","No_tiene","No_predispuesto","Total","Realiza","Alta","Varias_salidas","Foraneo"
"590","No_dispuesto","Casado","No_tiene","No_predispuesto","Total","Realiza","Alta","Varias_salidas","Foraneo"
"591","Dispuesto","Soltero","No_tiene","No_predispuesto","Total","Realiza","Alta","Varias_salidas","Foraneo"
"592","No_dispuesto","Soltero","No_tiene","No_predispuesto","Total","Realiza","Alta","Varias_salidas","Foraneo"
"593","Dispuesto","Casado","Tiene","Predispuesto","Parcial","Realiza","Alta","Varias_salidas","Foraneo"
"594","No_dispuesto","Casado","Tiene","Predispuesto","Parcial","Realiza","Alta","Varias_salidas","Foraneo"
"595","Dispuesto","Soltero","Tiene","Predispuesto","Parcial","Realiza","Alta","Varias_salidas","Foraneo"
"596","No_dispuesto","Soltero","Tiene","Predispuesto","Parcial","Realiza","Alta","Varias_salidas","Foraneo"
"597","Dispuesto","Casado","No_tiene","Predispuesto","Parcial","Realiza","Alta","Varias_salidas","Foraneo"
"598","No_dispuesto","Casado","No_tiene","Predispuesto","Parcial","Realiza","Alta","Varias_salidas","Foraneo"
"599","Dispuesto","Soltero","No_tiene","Predispuesto","Parcial","Realiza","Alta","Varias_salidas","Foraneo"
"600","No_dispuesto","Soltero","No_tiene","Predispuesto","Parcial","Realiza","Alta","Varias_salidas","Foraneo"
"601","Dispuesto","Casado","Tiene","No_predispuesto","Parcial","Realiza","Alta","Varias_salidas","Foraneo"
"602","No_dispuesto","Casado","Tiene","No_predispuesto","Parcial","Realiza","Alta","Varias_salidas","Foraneo"
"603","Dispuesto","Soltero","Tiene","No_predispuesto","Parcial","Realiza","Alta","Varias_salidas","Foraneo"
"604","No_dispuesto","Soltero","Tiene","No_predispuesto","Parcial","Realiza","Alta","Varias_salidas","Foraneo"
"605","Dispuesto","Casado","No_tiene","No_predispuesto","Parcial","Realiza","Alta","Varias_salidas","Foraneo"
"606","No_dispuesto","Casado","No_tiene","No_predispuesto","Parcial","Realiza","Alta","Varias_salidas","Foraneo"
"607","Dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","Realiza","Alta","Varias_salidas","Foraneo"
"608","No_dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","Realiza","Alta","Varias_salidas","Foraneo"
"609","Dispuesto","Casado","Tiene","Predispuesto","Nulo","Realiza","Alta","Varias_salidas","Foraneo"
"610","No_dispuesto","Casado","Tiene","Predispuesto","Nulo","Realiza","Alta","Varias_salidas","Foraneo"
"611","Dispuesto","Soltero","Tiene","Predispuesto","Nulo","Realiza","Alta","Varias_salidas","Foraneo"
"612","No_dispuesto","Soltero","Tiene","Predispuesto","Nulo","Realiza","Alta","Varias_salidas","Foraneo"
"613","Dispuesto","Casado","No_tiene","Predispuesto","Nulo","Realiza","Alta","Varias_salidas","Foraneo"
"614","No_dispuesto","Casado","No_tiene","Predispuesto","Nulo","Realiza","Alta","Varias_salidas","Foraneo"
"615","Dispuesto","Soltero","No_tiene","Predispuesto","Nulo","Realiza","Alta","Varias_salidas","Foraneo"
"616","No_dispuesto","Soltero","No_tiene","Predispuesto","Nulo","Realiza","Alta","Varias_salidas","Foraneo"
"617","Dispuesto","Casado","Tiene","No_predispuesto","Nulo","Realiza","Alta","Varias_salidas","Foraneo"
"618","No_dispuesto","Casado","Tiene","No_predispuesto","Nulo","Realiza","Alta","Varias_salidas","Foraneo"
"619","Dispuesto","Soltero","Tiene","No_predispuesto","Nulo","Realiza","Alta","Varias_salidas","Foraneo"
"620","No_dispuesto","Soltero","Tiene","No_predispuesto","Nulo","Realiza","Alta","Varias_salidas","Foraneo"
"621","Dispuesto","Casado","No_tiene","No_predispuesto","Nulo","Realiza","Alta","Varias_salidas","Foraneo"
"622","No_dispuesto","Casado","No_tiene","No_predispuesto","Nulo","Realiza","Alta","Varias_salidas","Foraneo"
"623","Dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","Realiza","Alta","Varias_salidas","Foraneo"
"624","No_dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","Realiza","Alta","Varias_salidas","Foraneo"
"625","Dispuesto","Casado","Tiene","Predispuesto","Total","No_realiza","Alta","Varias_salidas","Foraneo"
"626","No_dispuesto","Casado","Tiene","Predispuesto","Total","No_realiza","Alta","Varias_salidas","Foraneo"
"627","Dispuesto","Soltero","Tiene","Predispuesto","Total","No_realiza","Alta","Varias_salidas","Foraneo"
"628","No_dispuesto","Soltero","Tiene","Predispuesto","Total","No_realiza","Alta","Varias_salidas","Foraneo"
"629","Dispuesto","Casado","No_tiene","Predispuesto","Total","No_realiza","Alta","Varias_salidas","Foraneo"
"630","No_dispuesto","Casado","No_tiene","Predispuesto","Total","No_realiza","Alta","Varias_salidas","Foraneo"
"631","Dispuesto","Soltero","No_tiene","Predispuesto","Total","No_realiza","Alta","Varias_salidas","Foraneo"
"632","No_dispuesto","Soltero","No_tiene","Predispuesto","Total","No_realiza","Alta","Varias_salidas","Foraneo"
"633","Dispuesto","Casado","Tiene","No_predispuesto","Total","No_realiza","Alta","Varias_salidas","Foraneo"
"634","No_dispuesto","Casado","Tiene","No_predispuesto","Total","No_realiza","Alta","Varias_salidas","Foraneo"
"635","Dispuesto","Soltero","Tiene","No_predispuesto","Total","No_realiza","Alta","Varias_salidas","Foraneo"
"636","No_dispuesto","Soltero","Tiene","No_predispuesto","Total","No_realiza","Alta","Varias_salidas","Foraneo"
"637","Dispuesto","Casado","No_tiene","No_predispuesto","Total","No_realiza","Alta","Varias_salidas","Foraneo"
"638","No_dispuesto","Casado","No_tiene","No_predispuesto","Total","No_realiza","Alta","Varias_salidas","Foraneo"
"639","Dispuesto","Soltero","No_tiene","No_predispuesto","Total","No_realiza","Alta","Varias_salidas","Foraneo"
"640","No_dispuesto","Soltero","No_tiene","No_predispuesto","Total","No_realiza","Alta","Varias_salidas","Foraneo"
"641","Dispuesto","Casado","Tiene","Predispuesto","Parcial","No_realiza","Alta","Varias_salidas","Foraneo"
"642","No_dispuesto","Casado","Tiene","Predispuesto","Parcial","No_realiza","Alta","Varias_salidas","Foraneo"
"643","Dispuesto","Soltero","Tiene","Predispuesto","Parcial","No_realiza","Alta","Varias_salidas","Foraneo"
"644","No_dispuesto","Soltero","Tiene","Predispuesto","Parcial","No_realiza","Alta","Varias_salidas","Foraneo"
"645","Dispuesto","Casado","No_tiene","Predispuesto","Parcial","No_realiza","Alta","Varias_salidas","Foraneo"
"646","No_dispuesto","Casado","No_tiene","Predispuesto","Parcial","No_realiza","Alta","Varias_salidas","Foraneo"
"647","Dispuesto","Soltero","No_tiene","Predispuesto","Parcial","No_realiza","Alta","Varias_salidas","Foraneo"
"648","No_dispuesto","Soltero","No_tiene","Predispuesto","Parcial","No_realiza","Alta","Varias_salidas","Foraneo"
"649","Dispuesto","Casado","Tiene","No_predispuesto","Parcial","No_realiza","Alta","Varias_salidas","Foraneo"
"650","No_dispuesto","Casado","Tiene","No_predispuesto","Parcial","No_realiza","Alta","Varias_salidas","Foraneo"
"651","Dispuesto","Soltero","Tiene","No_predispuesto","Parcial","No_realiza","Alta","Varias_salidas","Foraneo"
"652","No_dispuesto","Soltero","Tiene","No_predispuesto","Parcial","No_realiza","Alta","Varias_salidas","Foraneo"
"653","Dispuesto","Casado","No_tiene","No_predispuesto","Parcial","No_realiza","Alta","Varias_salidas","Foraneo"
"654","No_dispuesto","Casado","No_tiene","No_predispuesto","Parcial","No_realiza","Alta","Varias_salidas","Foraneo"
"655","Dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","No_realiza","Alta","Varias_salidas","Foraneo"
"656","No_dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","No_realiza","Alta","Varias_salidas","Foraneo"
"657","Dispuesto","Casado","Tiene","Predispuesto","Nulo","No_realiza","Alta","Varias_salidas","Foraneo"
"658","No_dispuesto","Casado","Tiene","Predispuesto","Nulo","No_realiza","Alta","Varias_salidas","Foraneo"
"659","Dispuesto","Soltero","Tiene","Predispuesto","Nulo","No_realiza","Alta","Varias_salidas","Foraneo"
"660","No_dispuesto","Soltero","Tiene","Predispuesto","Nulo","No_realiza","Alta","Varias_salidas","Foraneo"
"661","Dispuesto","Casado","No_tiene","Predispuesto","Nulo","No_realiza","Alta","Varias_salidas","Foraneo"
"662","No_dispuesto","Casado","No_tiene","Predispuesto","Nulo","No_realiza","Alta","Varias_salidas","Foraneo"
"663","Dispuesto","Soltero","No_tiene","Predispuesto","Nulo","No_realiza","Alta","Varias_salidas","Foraneo"
"664","No_dispuesto","Soltero","No_tiene","Predispuesto","Nulo","No_realiza","Alta","Varias_salidas","Foraneo"
"665","Dispuesto","Casado","Tiene","No_predispuesto","Nulo","No_realiza","Alta","Varias_salidas","Foraneo"
"666","No_dispuesto","Casado","Tiene","No_predispuesto","Nulo","No_realiza","Alta","Varias_salidas","Foraneo"
"667","Dispuesto","Soltero","Tiene","No_predispuesto","Nulo","No_realiza","Alta","Varias_salidas","Foraneo"
"668","No_dispuesto","Soltero","Tiene","No_predispuesto","Nulo","No_realiza","Alta","Varias_salidas","Foraneo"
"669","Dispuesto","Casado","No_tiene","No_predispuesto","Nulo","No_realiza","Alta","Varias_salidas","Foraneo"
"670","No_dispuesto","Casado","No_tiene","No_predispuesto","Nulo","No_realiza","Alta","Varias_salidas","Foraneo"
"671","Dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","No_realiza","Alta","Varias_salidas","Foraneo"
"672","No_dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","No_realiza","Alta","Varias_salidas","Foraneo"
"673","Dispuesto","Casado","Tiene","Predispuesto","Total","Realiza","Media","Varias_salidas","Foraneo"
"674","No_dispuesto","Casado","Tiene","Predispuesto","Total","Realiza","Media","Varias_salidas","Foraneo"
"675","Dispuesto","Soltero","Tiene","Predispuesto","Total","Realiza","Media","Varias_salidas","Foraneo"
"676","No_dispuesto","Soltero","Tiene","Predispuesto","Total","Realiza","Media","Varias_salidas","Foraneo"
"677","Dispuesto","Casado","No_tiene","Predispuesto","Total","Realiza","Media","Varias_salidas","Foraneo"
"678","No_dispuesto","Casado","No_tiene","Predispuesto","Total","Realiza","Media","Varias_salidas","Foraneo"
"679","Dispuesto","Soltero","No_tiene","Predispuesto","Total","Realiza","Media","Varias_salidas","Foraneo"
"680","No_dispuesto","Soltero","No_tiene","Predispuesto","Total","Realiza","Media","Varias_salidas","Foraneo"
"681","Dispuesto","Casado","Tiene","No_predispuesto","Total","Realiza","Media","Varias_salidas","Foraneo"
"682","No_dispuesto","Casado","Tiene","No_predispuesto","Total","Realiza","Media","Varias_salidas","Foraneo"
"683","Dispuesto","Soltero","Tiene","No_predispuesto","Total","Realiza","Media","Varias_salidas","Foraneo"
"684","No_dispuesto","Soltero","Tiene","No_predispuesto","Total","Realiza","Media","Varias_salidas","Foraneo"
"685","Dispuesto","Casado","No_tiene","No_predispuesto","Total","Realiza","Media","Varias_salidas","Foraneo"
"686","No_dispuesto","Casado","No_tiene","No_predispuesto","Total","Realiza","Media","Varias_salidas","Foraneo"
"687","Dispuesto","Soltero","No_tiene","No_predispuesto","Total","Realiza","Media","Varias_salidas","Foraneo"
"688","No_dispuesto","Soltero","No_tiene","No_predispuesto","Total","Realiza","Media","Varias_salidas","Foraneo"
"689","Dispuesto","Casado","Tiene","Predispuesto","Parcial","Realiza","Media","Varias_salidas","Foraneo"
"690","No_dispuesto","Casado","Tiene","Predispuesto","Parcial","Realiza","Media","Varias_salidas","Foraneo"
"691","Dispuesto","Soltero","Tiene","Predispuesto","Parcial","Realiza","Media","Varias_salidas","Foraneo"
"692","No_dispuesto","Soltero","Tiene","Predispuesto","Parcial","Realiza","Media","Varias_salidas","Foraneo"
"693","Dispuesto","Casado","No_tiene","Predispuesto","Parcial","Realiza","Media","Varias_salidas","Foraneo"
"694","No_dispuesto","Casado","No_tiene","Predispuesto","Parcial","Realiza","Media","Varias_salidas","Foraneo"
"695","Dispuesto","Soltero","No_tiene","Predispuesto","Parcial","Realiza","Media","Varias_salidas","Foraneo"
"696","No_dispuesto","Soltero","No_tiene","Predispuesto","Parcial","Realiza","Media","Varias_salidas","Foraneo"
"697","Dispuesto","Casado","Tiene","No_predispuesto","Parcial","Realiza","Media","Varias_salidas","Foraneo"
"698","No_dispuesto","Casado","Tiene","No_predispuesto","Parcial","Realiza","Media","Varias_salidas","Foraneo"
"699","Dispuesto","Soltero","Tiene","No_predispuesto","Parcial","Realiza","Media","Varias_salidas","Foraneo"
"700","No_dispuesto","Soltero","Tiene","No_predispuesto","Parcial","Realiza","Media","Varias_salidas","Foraneo"
"701","Dispuesto","Casado","No_tiene","No_predispuesto","Parcial","Realiza","Media","Varias_salidas","Foraneo"
"702","No_dispuesto","Casado","No_tiene","No_predispuesto","Parcial","Realiza","Media","Varias_salidas","Foraneo"
"703","Dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","Realiza","Media","Varias_salidas","Foraneo"
"704","No_dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","Realiza","Media","Varias_salidas","Foraneo"
"705","Dispuesto","Casado","Tiene","Predispuesto","Nulo","Realiza","Media","Varias_salidas","Foraneo"
"706","No_dispuesto","Casado","Tiene","Predispuesto","Nulo","Realiza","Media","Varias_salidas","Foraneo"
"707","Dispuesto","Soltero","Tiene","Predispuesto","Nulo","Realiza","Media","Varias_salidas","Foraneo"
"708","No_dispuesto","Soltero","Tiene","Predispuesto","Nulo","Realiza","Media","Varias_salidas","Foraneo"
"709","Dispuesto","Casado","No_tiene","Predispuesto","Nulo","Realiza","Media","Varias_salidas","Foraneo"
"710","No_dispuesto","Casado","No_tiene","Predispuesto","Nulo","Realiza","Media","Varias_salidas","Foraneo"
"711","Dispuesto","Soltero","No_tiene","Predispuesto","Nulo","Realiza","Media","Varias_salidas","Foraneo"
"712","No_dispuesto","Soltero","No_tiene","Predispuesto","Nulo","Realiza","Media","Varias_salidas","Foraneo"
"713","Dispuesto","Casado","Tiene","No_predispuesto","Nulo","Realiza","Media","Varias_salidas","Foraneo"
"714","No_dispuesto","Casado","Tiene","No_predispuesto","Nulo","Realiza","Media","Varias_salidas","Foraneo"
"715","Dispuesto","Soltero","Tiene","No_predispuesto","Nulo","Realiza","Media","Varias_salidas","Foraneo"
"716","No_dispuesto","Soltero","Tiene","No_predispuesto","Nulo","Realiza","Media","Varias_salidas","Foraneo"
"717","Dispuesto","Casado","No_tiene","No_predispuesto","Nulo","Realiza","Media","Varias_salidas","Foraneo"
"718","No_dispuesto","Casado","No_tiene","No_predispuesto","Nulo","Realiza","Media","Varias_salidas","Foraneo"
"719","Dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","Realiza","Media","Varias_salidas","Foraneo"
"720","No_dispuesto","Soltero","No_tiene","No_predispuesto","Nulo","Realiza","Media","Varias_salidas","Foraneo"
"721","Dispuesto","Casado","Tiene","Predispuesto","Total","No_realiza","Media","Varias_salidas","Foraneo"
"722","No_dispuesto","Casado","Tiene","Predispuesto","Total","No_realiza","Media","Varias_salidas","Foraneo"
"723","Dispuesto","Soltero","Tiene","Predispuesto","Total","No_realiza","Media","Varias_salidas","Foraneo"
"724","No_dispuesto","Soltero","Tiene","Predispuesto","Total","No_realiza","Media","Varias_salidas","Foraneo"
"725","Dispuesto","Casado","No_tiene","Predispuesto","Total","No_realiza","Media","Varias_salidas","Foraneo"
"726","No_dispuesto","Casado","No_tiene","Predispuesto","Total","No_realiza","Media","Varias_salidas","Foraneo"
"727","Dispuesto","Soltero","No_tiene","Predispuesto","Total","No_realiza","Media","Varias_salidas","Foraneo"
"728","No_dispuesto","Soltero","No_tiene","Predispuesto","Total","No_realiza","Media","Varias_salidas","Foraneo"
"729","Dispuesto","Casado","Tiene","No_predispuesto","Total","No_realiza","Media","Varias_salidas","Foraneo"
"730","No_dispuesto","Casado","Tiene","No_predispuesto","Total","No_realiza","Media","Varias_salidas","Foraneo"
"731","Dispuesto","Soltero","Tiene","No_predispuesto","Total","No_realiza","Media","Varias_salidas","Foraneo"
"732","No_dispuesto","Soltero","Tiene","No_predispuesto","Total","No_realiza","Media","Varias_salidas","Foraneo"
"733","Dispuesto","Casado","No_tiene","No_predispuesto","Total","No_realiza","Media","Varias_salidas","Foraneo"
"734","No_dispuesto","Casado","No_tiene","No_predispuesto","Total","No_realiza","Media","Varias_salidas","Foraneo"
"735","Dispuesto","Soltero","No_tiene","No_predispuesto","Total","No_realiza","Media","Varias_salidas","Foraneo"
"736","No_dispuesto","Soltero","No_tiene","No_predispuesto","Total","No_realiza","Media","Varias_salidas","Foraneo"
"737","Dispuesto","Casado","Tiene","Predispuesto","Parcial","No_realiza","Media","Varias_salidas","Foraneo"
"738","No_dispuesto","Casado","Tiene","Predispuesto","Parcial","No_realiza","Media","Varias_salidas","Foraneo"
"739","Dispuesto","Soltero","Tiene","Predispuesto","Parcial","No_realiza","Media","Varias_salidas","Foraneo"
"740","No_dispuesto","Soltero","Tiene","Predispuesto","Parcial","No_realiza","Media","Varias_salidas","Foraneo"
"741","Dispuesto","Casado","No_tiene","Predispuesto","Parcial","No_realiza","Media","Varias_salidas","Foraneo"
"742","No_dispuesto","Casado","No_tiene","Predispuesto","Parcial","No_realiza","Media","Varias_salidas","Foraneo"
"743","Dispuesto","Soltero","No_tiene","Predispuesto","Parcial","No_realiza","Media","Varias_salidas","Foraneo"
"744","No_dispuesto","Soltero","No_tiene","Predispuesto","Parcial","No_realiza","Media","Varias_salidas","Foraneo"
"745","Dispuesto","Casado","Tiene","No_predispuesto","Parcial","No_realiza","Media","Varias_salidas","Foraneo"
"746","No_dispuesto","Casado","Tiene","No_predispuesto","Parcial","No_realiza","Media","Varias_salidas","Foraneo"
"747","Dispuesto","Soltero","Tiene","No_predispuesto","Parcial","No_realiza","Media","Varias_salidas","Foraneo"
"748","No_dispuesto","Soltero","Tiene","No_predispuesto","Parcial","No_realiza","Media","Varias_salidas","Foraneo"
"749","Dispuesto","Casado","No_tiene","No_predispuesto","Parcial","No_realiza","Media","Varias_salidas","Foraneo"
"750","No_dispuesto","Casado","No_tiene","No_predispuesto","Parcial","No_realiza","Media","Varias_salidas","Foraneo"
"751","Dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","No_realiza","Media","Varias_salidas","Foraneo"
"752","No_dispuesto","Soltero","No_tiene","No_predispuesto","Parcial","No_realiza","Media","Varias_salidas","Foraneo"
"753","Dispuesto","Casado","Tiene","Predispuesto","Nulo","No_realiza","Media","Varias_salidas","Foraneo"
"754","No_dispuesto","Casado","Tiene","Predispuesto","Nulo","No_realiza","Media","Varias_salidas","Foraneo"
"755","Dispuesto","Soltero","Tiene","Predispuesto","Nulo","No_realiza","Media","Varias_salidas","Foraneo"
"756","No_dispuesto","Soltero","Tiene","Predispuesto","Nulo","No_realiza","Media","Varias_salidas","Foraneo"
"757","Dispuesto","Casado","No_tiene","Predispuesto","Nulo","No_realiza","Media","Varias_salidas","Foraneo"
"758","No_dispuesto","Casado","No_tiene","Predispuesto","Nulo","No_realiza","Media","Varias_salidas","Foraneo"
"759","Dispuesto","Soltero","No_tiene","Predispuesto","Nulo","No_realiza","Media","Varias_salidas","Foraneo"
"760","No_dispuesto","Soltero","No_tiene","Predispuesto","Nulo","No_realiza","Media","Varias_salidas","Foraneo"
"761","Dispuesto","Casado","Tiene","No_predispuesto","Nulo","No_realiza","Media","Varias_salidas","Foraneo"
"762","No_dispuesto","Casado","Tiene","No_predispuesto","Nulo","No_realiza","Media","Varias_salidas","Foraneo"
"763","Dispuesto","Soltero","Tiene","No_predispuesto","Nulo","No_realiza","Media","Varias_salidas","Foraneo"
"764","No_dispuesto","Soltero","Tiene","No_predispuesto","Nulo","No_realiza","Media","Varias_salidas","Foraneo"
"765","Dispuesto","Casado","No_tiene","No_predispuesto","Nulo","No_realiza","Media","Varias_salidas","Foraneo"
